grid_id,latitude,longitude,zone_name,total_orders,avg_delivery_time_min,avg_order_value,active_restaurants,active_customers,population_density,competitor_count,road_density_km,is_profitable
cell_6108,28.636486,76.925757,Uttam Nagar,124,36,294,8,528,27326,2,2.84,0
cell_6109,28.636486,76.93089,Uttam Nagar,150,41,296,8,681,28434,2,3.09,0
cell_6110,28.636486,76.936023,Uttam Nagar,141,40,301,9,531,23055,2,2.61,0
cell_6111,28.636486,76.941156,Uttam Nagar,159,40,319,9,575,25318,2,3.01,0
cell_6112,28.636486,76.946289,Uttam Nagar,162,34,244,8,677,23524,2,2.69,0
cell_6113,28.636486,76.951422,Uttam Nagar,122,37,262,8,565,24795,2,2.52,0
cell_6114,28.636486,76.956555,Uttam Nagar,156,35,247,9,656,26850,2,3.11,0
cell_6115,28.636486,76.961688,Uttam Nagar,139,39,316,7,647,23358,2,2.99,0
cell_6116,28.636486,76.966821,Uttam Nagar,142,41,269,9,672,23530,2,2.63,0
cell_6117,28.636486,76.971954,Uttam Nagar,139,41,303,7,519,23156,2,2.68,0
cell_6118,28.636486,76.977087,Uttam Nagar,139,40,257,7,529,27078,2,2.77,0
cell_6119,28.636486,76.98222,Uttam Nagar,141,37,263,9,705,25196,2,2.7,0
cell_6120,28.636486,76.987353,Uttam Nagar,155,40,258,9,484,24235,2,2.94,0
cell_6121,28.636486,76.992486,Uttam Nagar,119,36,271,9,610,25808,2,2.64,0
cell_6122,28.636486,76.997619,Uttam Nagar,162,35,269,9,664,23945,2,2.83,0
cell_6123,28.636486,77.002752,South Delhi,267,31,471,17,1300,20757,3,4.03,0
cell_6124,28.636486,77.007885,South Delhi,216,31,461,16,942,23124,4,3.2,0
cell_6125,28.636486,77.013018,South Delhi,279,36,493,18,1206,23069,4,3.72,0
cell_6126,28.636486,77.018151,South Delhi,240,35,570,17,1273,24438,5,3.56,0
cell_6127,28.636486,77.023284,South Delhi,301,32,521,17,1000,23529,5,3.9,0
cell_6128,28.636486,77.028417,South Delhi,265,33,477,19,1026,23638,4,3.55,0
cell_6129,28.636486,77.03355,South Delhi,246,37,517,21,1167,24221,4,3.58,0
cell_6130,28.636486,77.038683,South Delhi,308,37,543,16,1001,23722,4,3.96,0
cell_6131,28.636486,77.043816,South Delhi,238,35,479,16,1138,24172,4,3.52,0
cell_6132,28.636486,77.048949,South Delhi,260,34,532,16,1265,20026,4,3.38,0
cell_6133,28.636486,77.054081,South Delhi,211,33,493,16,1223,21240,4,3.21,0
cell_6134,28.636486,77.059214,South Delhi,261,31,503,20,961,22084,3,3.2,0
cell_6135,28.636486,77.064347,South Delhi,243,33,484,17,999,19788,5,3.57,0
cell_6136,28.636486,77.06948,South Delhi,244,33,442,20,1058,21883,5,3.31,0
cell_6137,28.636486,77.074613,South Delhi,287,35,546,19,1234,23281,4,3.66,0
cell_6138,28.636486,77.079746,South Delhi,300,36,475,18,1275,22224,4,3.95,0
cell_6139,28.636486,77.084879,South Delhi,254,34,492,20,1073,24029,3,3.22,0
cell_6140,28.636486,77.090012,South Delhi,250,31,429,21,963,21125,5,3.64,0
cell_6141,28.636486,77.095145,South Delhi,279,31,544,15,1017,21371,4,3.79,0
cell_6142,28.636486,77.100278,Lajpat Nagar,273,34,429,24,1421,28882,6,3.36,0
cell_6143,28.636486,77.105411,Lajpat Nagar,269,36,528,21,1127,32501,5,4.16,0
cell_6144,28.636486,77.110544,Lajpat Nagar,281,35,495,19,1254,31029,6,3.38,0
cell_6145,28.636486,77.115677,Lajpat Nagar,287,35,510,18,1337,31180,4,4.2,0
cell_6146,28.636486,77.12081,Lajpat Nagar,263,33,491,18,1037,30279,5,3.55,0
cell_6147,28.636486,77.125943,Lajpat Nagar,266,32,428,20,1342,30387,6,4.18,0
cell_6148,28.636486,77.131076,Lajpat Nagar,271,36,505,21,1029,28056,5,3.53,0
cell_6149,28.636486,77.136209,Lajpat Nagar,307,34,460,23,1114,34719,5,3.54,0
cell_6150,28.636486,77.141342,Lajpat Nagar,267,33,424,20,1196,30325,6,3.69,0
cell_6151,28.636486,77.146475,Lajpat Nagar,237,32,438,18,983,28578,5,3.45,0
cell_6152,28.636486,77.151608,Lajpat Nagar,235,36,497,23,1123,28011,4,3.9,0
cell_6153,28.636486,77.156741,Lajpat Nagar,316,36,522,18,1280,27630,4,3.75,0
cell_6154,28.636486,77.161874,Lajpat Nagar,260,35,446,25,1274,32904,5,3.51,0
cell_6155,28.636486,77.167007,Lajpat Nagar,255,30,427,20,961,30505,6,4.25,0
cell_6156,28.636486,77.17214,Lajpat Nagar,328,31,528,20,1435,30082,4,3.38,0
cell_6157,28.636486,77.177272,Lajpat Nagar,244,35,401,20,1026,30990,5,3.98,0
cell_6158,28.636486,77.182405,Lajpat Nagar,339,35,506,26,1273,34188,5,3.71,0
cell_6159,28.636486,77.187538,Lajpat Nagar,315,32,468,23,1396,28770,5,3.83,0
cell_6160,28.636486,77.192671,Lajpat Nagar,269,34,524,22,1198,30298,5,4.09,0
cell_6161,28.636486,77.197804,Lajpat Nagar,336,32,499,26,1396,34173,5,3.63,0
cell_6162,28.636486,77.202937,Lajpat Nagar,307,33,468,20,1228,29861,6,3.42,0
cell_6163,28.636486,77.20807,Lajpat Nagar,317,31,391,18,1071,28329,6,3.58,0
cell_6164,28.636486,77.213203,Lajpat Nagar,243,33,429,20,1288,27881,5,3.73,0
cell_6165,28.636486,77.218336,Lajpat Nagar,266,32,410,22,1318,30340,6,3.47,0
cell_6166,28.636486,77.223469,Lajpat Nagar,335,32,512,18,1020,30948,5,3.39,0
cell_6167,28.636486,77.228602,Lajpat Nagar,237,31,525,23,1373,32825,4,4.01,0
cell_6168,28.636486,77.233735,Lajpat Nagar,313,31,478,23,1319,31946,5,3.46,0
cell_6169,28.636486,77.238868,Lajpat Nagar,318,31,512,19,1304,33914,5,3.94,0
cell_6170,28.636486,77.244001,Lajpat Nagar,258,36,432,20,1003,34448,5,4.08,0
cell_6171,28.636486,77.249134,Lajpat Nagar,334,33,421,20,1291,34016,5,3.94,0
cell_6172,28.636486,77.254267,Noida Sector 18,287,37,521,22,1409,8221,6,3.67,0
cell_6173,28.636486,77.2594,Noida Sector 18,262,38,600,20,1175,9401,5,3.56,0
cell_6174,28.636486,77.264533,Noida Sector 18,301,41,576,23,1228,7990,6,3.92,0
cell_6175,28.636486,77.269666,Noida Sector 18,270,42,592,28,1148,9086,6,3.58,0
cell_6176,28.636486,77.274799,Noida Sector 18,313,35,491,23,1548,7554,7,3.55,0
cell_6177,28.636486,77.279932,Noida Sector 18,252,34,583,21,1544,7489,5,3.46,0
cell_6178,28.636486,77.285065,Noida Sector 18,300,38,562,23,1269,7684,5,3.34,0
cell_6179,28.636486,77.290198,Noida Sector 18,276,41,530,27,1324,9173,5,3.92,0
cell_6180,28.636486,77.295331,Noida Sector 18,346,36,590,23,1532,7533,6,3.91,0
cell_6181,28.636486,77.300463,Noida Sector 18,272,38,591,20,1161,9010,7,3.93,0
cell_6182,28.636486,77.305596,Noida Sector 18,255,35,516,19,1492,7510,5,3.6,0
cell_6183,28.636486,77.310729,Noida Sector 18,271,39,549,22,1240,8294,6,3.94,0
cell_6184,28.636486,77.315862,Noida Sector 18,282,35,473,23,1106,9118,6,3.8,0
cell_6185,28.636486,77.320995,Noida Sector 18,318,38,555,22,1312,9226,7,3.72,0
cell_6186,28.636486,77.326128,Noida Sector 18,339,40,516,22,1200,9329,6,3.61,0
cell_6187,28.636486,77.331261,Noida Sector 18,290,39,614,24,1392,8232,5,3.63,0
cell_6188,28.636486,77.336394,Noida Sector 18,339,36,595,22,1358,8367,7,4.11,0
cell_6189,28.636486,77.341527,Noida Sector 18,351,36,483,25,1229,9039,7,3.89,0
cell_6190,28.636486,77.34666,Noida Sector 18,291,40,589,23,1140,8422,6,3.46,0
cell_6191,28.636486,77.351793,Noida Sector 18,308,41,483,26,1387,9502,5,3.32,0
cell_6192,28.636486,77.356926,Noida Sector 18,331,41,532,26,1556,8258,5,4.1,0
cell_6193,28.636486,77.362059,Noida Sector 18,269,37,529,23,1362,8826,6,3.39,0
cell_6194,28.636486,77.367192,Noida Sector 18,352,37,479,27,1437,8407,7,4.06,0
cell_6195,28.636486,77.372325,Noida Sector 18,321,41,513,25,1439,8007,5,3.58,0
cell_6196,28.636486,77.377458,Noida Sector 18,254,40,467,26,1148,8300,6,3.69,0
cell_6197,28.636486,77.382591,Noida Sector 18,287,38,528,20,1544,7754,5,4.04,0
cell_6198,28.636486,77.387724,Noida Sector 18,285,38,464,29,1381,8485,7,3.58,0
cell_6199,28.636486,77.392857,Noida Sector 18,261,40,575,19,1079,9070,5,4.0,0
cell_6200,28.636486,77.39799,Noida Sector 18,315,41,556,26,1132,8798,5,3.79,0
cell_6201,28.640991,76.802566,Uttam Nagar,161,38,283,8,520,28541,2,2.78,0
cell_6202,28.640991,76.807699,Uttam Nagar,130,39,266,8,526,28649,2,2.72,0
cell_6203,28.640991,76.812832,Uttam Nagar,131,36,289,7,699,27006,2,2.5,0
cell_6204,28.640991,76.817965,Uttam Nagar,156,40,251,7,677,22917,2,3.07,0
cell_6205,28.640991,76.823098,Uttam Nagar,131,42,277,7,497,25420,2,3.11,0
cell_6206,28.640991,76.828231,Uttam Nagar,126,38,284,9,554,27827,2,3.1,0
cell_6207,28.640991,76.833364,Uttam Nagar,166,37,256,9,679,27846,2,2.72,0
cell_6208,28.640991,76.838497,Uttam Nagar,144,38,261,10,563,24770,2,2.7,0
cell_6209,28.640991,76.84363,Uttam Nagar,166,36,298,9,516,25064,2,2.75,0
cell_6210,28.640991,76.848763,Uttam Nagar,141,36,317,8,525,24910,2,3.12,0
cell_6211,28.640991,76.853896,Uttam Nagar,138,41,247,7,693,27144,2,2.61,0
cell_6212,28.640991,76.859029,Uttam Nagar,135,41,243,9,552,26722,2,2.93,0
cell_6213,28.640991,76.864162,Uttam Nagar,151,37,289,7,523,26640,2,3.04,0
cell_6214,28.640991,76.869295,Uttam Nagar,115,38,262,9,602,28678,2,2.84,0
cell_6215,28.640991,76.874428,Uttam Nagar,154,40,281,7,553,25015,2,2.72,0
cell_6216,28.640991,76.879561,Uttam Nagar,164,41,243,7,547,23531,2,2.75,0
cell_6217,28.640991,76.884694,Uttam Nagar,167,34,246,7,572,22948,2,2.87,0
cell_6218,28.640991,76.889827,Uttam Nagar,136,39,267,8,706,23832,2,2.83,0
cell_6219,28.640991,76.89496,Uttam Nagar,130,36,258,7,523,26505,2,2.57,0
cell_6220,28.640991,76.900093,Uttam Nagar,156,36,304,9,538,27821,2,2.64,0
cell_6221,28.640991,76.905226,Uttam Nagar,133,35,305,8,542,27857,2,2.65,0
cell_6222,28.640991,76.910359,Uttam Nagar,151,38,286,9,617,24913,2,2.53,0
cell_6223,28.640991,76.915492,Uttam Nagar,164,35,307,7,695,24661,2,2.98,0
cell_6224,28.640991,76.920625,Uttam Nagar,163,35,259,6,516,23581,2,2.63,0
cell_6225,28.640991,76.925757,Uttam Nagar,145,41,321,9,627,28677,2,2.94,0
cell_6226,28.640991,76.93089,Uttam Nagar,120,41,292,6,676,25549,2,2.87,0
cell_6227,28.640991,76.936023,Uttam Nagar,158,36,264,8,705,25757,2,2.91,0
cell_6228,28.640991,76.941156,Uttam Nagar,143,37,296,9,535,24163,2,2.87,0
cell_6229,28.640991,76.946289,Uttam Nagar,151,37,286,9,669,28827,2,2.79,0
cell_6230,28.640991,76.951422,Uttam Nagar,125,41,240,8,530,24883,2,2.88,0
cell_6231,28.640991,76.956555,Uttam Nagar,133,37,270,7,531,27868,2,2.74,0
cell_6232,28.640991,76.961688,Uttam Nagar,142,36,288,9,648,23842,2,2.52,0
cell_6233,28.640991,76.966821,Uttam Nagar,112,40,253,9,632,27624,2,2.63,0
cell_6234,28.640991,76.971954,Uttam Nagar,156,42,251,7,550,23877,2,2.96,0
cell_6235,28.640991,76.977087,Uttam Nagar,166,37,241,9,593,25961,2,3.07,0
cell_6236,28.640991,76.98222,Uttam Nagar,144,35,270,8,577,25721,2,2.78,0
cell_6237,28.640991,76.987353,Uttam Nagar,150,39,318,7,636,27997,2,2.65,0
cell_6238,28.640991,76.992486,Uttam Nagar,140,35,257,8,698,23428,2,2.95,0
cell_6239,28.640991,76.997619,Uttam Nagar,120,36,297,8,538,26828,2,2.77,0
cell_6240,28.640991,77.002752,South Delhi,259,34,538,21,1170,23911,4,3.31,0
cell_6241,28.640991,77.007885,South Delhi,229,34,523,21,935,23609,5,3.49,0
cell_6242,28.640991,77.013018,South Delhi,225,31,507,21,1256,24267,4,3.27,0
cell_6243,28.640991,77.018151,South Delhi,255,33,518,20,900,21619,3,3.24,0
cell_6244,28.640991,77.023284,South Delhi,265,34,477,19,1297,20572,4,3.68,0
cell_6245,28.640991,77.028417,South Delhi,278,36,481,20,913,21479,3,3.97,0
cell_6246,28.640991,77.03355,South Delhi,298,32,537,17,910,21660,3,3.66,0
cell_6247,28.640991,77.038683,South Delhi,308,37,531,20,1193,20559,3,3.26,0
cell_6248,28.640991,77.043816,South Delhi,310,33,474,18,1161,23919,4,3.94,0
cell_6249,28.640991,77.048949,South Delhi,220,37,532,15,1145,24171,4,3.81,0
cell_6250,28.640991,77.054081,South Delhi,311,32,546,18,1268,19621,4,3.4,0
cell_6251,28.640991,77.059214,South Delhi,236,31,557,15,1148,23566,4,3.19,0
cell_6252,28.640991,77.064347,South Delhi,248,36,541,20,1189,20448,4,3.91,0
cell_6253,28.640991,77.06948,South Delhi,304,35,554,18,1047,24008,4,3.35,0
cell_6254,28.640991,77.074613,South Delhi,236,32,507,17,946,20278,4,3.9,0
cell_6255,28.640991,77.079746,South Delhi,292,34,478,21,986,19950,5,3.73,0
cell_6256,28.640991,77.084879,South Delhi,250,31,497,18,1211,23864,4,3.45,0
cell_6257,28.640991,77.090012,South Delhi,270,37,441,18,932,24194,5,3.59,0
cell_6258,28.640991,77.095145,South Delhi,268,35,510,17,1167,19744,4,3.41,0
cell_6259,28.640991,77.100278,Lajpat Nagar,318,31,500,22,1080,27560,5,4.04,0
cell_6260,28.640991,77.105411,Lajpat Nagar,293,32,483,20,1127,27643,5,3.77,0
cell_6261,28.640991,77.110544,Lajpat Nagar,323,35,436,23,1088,32223,5,3.71,0
cell_6262,28.640991,77.115677,Lajpat Nagar,347,32,400,21,1361,29935,5,4.24,0
cell_6263,28.640991,77.12081,Lajpat Nagar,331,33,432,19,1267,27340,5,3.86,0
cell_6264,28.640991,77.125943,Lajpat Nagar,307,32,508,25,1071,31604,4,3.7,0
cell_6265,28.640991,77.131076,Lajpat Nagar,241,32,455,24,1045,30204,5,4.04,0
cell_6266,28.640991,77.136209,Lajpat Nagar,277,31,457,25,1150,29448,6,3.79,0
cell_6267,28.640991,77.141342,Lajpat Nagar,286,34,474,20,1225,28541,5,4.25,0
cell_6268,28.640991,77.146475,Lajpat Nagar,276,32,438,26,1015,32154,6,4.03,0
cell_6269,28.640991,77.151608,Lajpat Nagar,282,31,507,20,1195,32758,4,3.56,0
cell_6270,28.640991,77.156741,Lajpat Nagar,308,33,465,18,1009,27593,5,3.75,0
cell_6271,28.640991,77.161874,Lajpat Nagar,272,36,428,25,1201,29020,6,4.1,0
cell_6272,28.640991,77.167007,Lajpat Nagar,268,31,452,21,1269,29773,6,3.48,0
cell_6273,28.640991,77.17214,Lajpat Nagar,237,32,456,18,1302,27634,6,3.95,0
cell_6274,28.640991,77.177272,Lajpat Nagar,265,33,422,21,1049,33596,5,3.41,0
cell_6275,28.640991,77.182405,Lajpat Nagar,271,36,437,25,1262,33925,5,3.51,0
cell_6276,28.640991,77.187538,Lajpat Nagar,240,30,404,25,1178,30400,5,4.07,0
cell_6277,28.640991,77.192671,Lajpat Nagar,313,31,419,21,1383,31311,4,3.39,0
cell_6278,28.640991,77.197804,Lajpat Nagar,348,35,485,18,1114,34617,4,3.89,0
cell_6279,28.640991,77.202937,Lajpat Nagar,285,35,505,23,1368,32697,4,3.6,0
cell_6280,28.640991,77.20807,Lajpat Nagar,340,36,402,18,995,29026,6,4.1,0
cell_6281,28.640991,77.213203,Lajpat Nagar,281,34,483,18,1102,27389,5,4.01,0
cell_6282,28.640991,77.218336,Lajpat Nagar,290,32,460,22,1303,29700,5,3.9,0
cell_6283,28.640991,77.223469,Lajpat Nagar,262,32,468,24,1198,28652,4,3.56,0
cell_6284,28.640991,77.228602,Lajpat Nagar,238,32,451,26,1350,29372,5,3.63,0
cell_6285,28.640991,77.233735,Lajpat Nagar,294,31,469,23,1376,33721,6,3.88,0
cell_6286,28.640991,77.238868,Lajpat Nagar,298,32,462,25,1189,34356,5,3.5,0
cell_6287,28.640991,77.244001,Lajpat Nagar,281,31,488,22,1192,33408,5,3.68,0
cell_6288,28.640991,77.249134,Lajpat Nagar,309,30,431,24,1198,28155,6,4.04,0
cell_6289,28.640991,77.254267,Noida Sector 18,338,35,561,19,1543,8353,5,3.44,0
cell_6290,28.640991,77.2594,Noida Sector 18,371,40,494,26,1332,8067,6,3.84,0
cell_6291,28.640991,77.264533,Noida Sector 18,315,42,472,21,1356,9050,6,3.86,0
cell_6292,28.640991,77.269666,Noida Sector 18,303,39,513,25,1209,8749,7,3.44,0
cell_6293,28.640991,77.274799,Noida Sector 18,357,39,468,27,1451,8903,6,3.67,0
cell_6294,28.640991,77.279932,Noida Sector 18,296,38,523,23,1250,9073,7,4.12,0
cell_6295,28.640991,77.285065,Noida Sector 18,355,38,496,28,1545,7683,7,3.33,0
cell_6296,28.640991,77.290198,Noida Sector 18,279,41,462,28,1240,8066,5,3.6,0
cell_6297,28.640991,77.295331,Noida Sector 18,288,42,607,25,1272,7967,7,4.0,0
cell_6298,28.640991,77.300463,Noida Sector 18,351,41,549,28,1234,8727,5,4.03,0
cell_6299,28.640991,77.305596,Noida Sector 18,323,38,547,23,1198,8899,7,4.09,0
cell_6300,28.640991,77.310729,Noida Sector 18,331,36,591,27,1043,9132,7,3.82,0
cell_6301,28.640991,77.315862,Noida Sector 18,308,41,502,27,1312,8299,7,3.99,0
cell_6302,28.640991,77.320995,Noida Sector 18,324,35,598,22,1237,8036,7,3.34,0
cell_6303,28.640991,77.326128,Noida Sector 18,337,37,618,19,1345,8274,5,3.9,0
cell_6304,28.640991,77.331261,Noida Sector 18,286,34,488,20,1216,8508,7,3.64,0
cell_6305,28.640991,77.336394,Noida Sector 18,297,37,599,23,1080,8345,5,4.13,0
cell_6306,28.640991,77.341527,Noida Sector 18,305,38,491,23,1406,8295,6,3.85,0
cell_6307,28.640991,77.34666,Noida Sector 18,287,35,549,21,1139,8497,6,3.38,0
cell_6308,28.640991,77.351793,Noida Sector 18,355,36,578,23,1072,8121,7,3.9,0
cell_6309,28.640991,77.356926,Noida Sector 18,276,35,532,28,1157,8478,7,3.3,0
cell_6310,28.640991,77.362059,Noida Sector 18,290,39,545,21,1353,8631,7,3.41,0
cell_6311,28.640991,77.367192,Noida Sector 18,350,35,474,25,1423,7909,6,3.88,0
cell_6312,28.640991,77.372325,Noida Sector 18,267,36,597,20,1126,8340,5,3.78,0
cell_6313,28.640991,77.377458,Noida Sector 18,249,40,531,28,1363,9182,5,4.04,0
cell_6314,28.640991,77.382591,Noida Sector 18,351,37,564,21,1486,9194,6,3.5,0
cell_6315,28.640991,77.387724,Noida Sector 18,348,37,573,21,1235,8253,5,3.42,0
cell_6316,28.640991,77.392857,Noida Sector 18,370,41,593,24,1533,8118,6,3.87,0
cell_6317,28.640991,77.39799,Noida Sector 18,368,34,546,28,1489,8875,6,3.78,0
cell_6318,28.645495,76.802566,Uttam Nagar,155,39,291,9,604,24654,2,2.64,0
cell_6319,28.645495,76.807699,Uttam Nagar,144,37,303,8,708,27238,2,2.86,0
cell_6320,28.645495,76.812832,Uttam Nagar,145,35,296,7,610,27044,2,2.85,0
cell_6321,28.645495,76.817965,Uttam Nagar,149,36,278,7,572,27035,2,2.78,0
cell_6322,28.645495,76.823098,Uttam Nagar,149,42,300,7,546,26928,2,2.5,0
cell_6323,28.645495,76.828231,Uttam Nagar,161,40,318,9,694,27181,2,2.57,0
cell_6324,28.645495,76.833364,Uttam Nagar,154,41,247,8,639,26075,2,2.51,0
cell_6325,28.645495,76.838497,Uttam Nagar,149,37,241,7,487,23663,2,2.59,0
cell_6326,28.645495,76.84363,Uttam Nagar,132,36,259,8,530,24573,2,2.62,0
cell_6327,28.645495,76.848763,Uttam Nagar,126,39,317,9,702,27453,2,2.52,0
cell_6328,28.645495,76.853896,Uttam Nagar,159,40,309,9,574,28494,2,2.71,0
cell_6329,28.645495,76.859029,Uttam Nagar,155,36,309,9,484,27022,2,2.94,0
cell_6330,28.645495,76.864162,Uttam Nagar,120,41,273,9,717,28018,2,3.09,0
cell_6331,28.645495,76.869295,Uttam Nagar,162,40,276,7,486,26100,2,3.12,0
cell_6332,28.645495,76.874428,Uttam Nagar,134,38,290,7,594,24366,2,2.48,0
cell_6333,28.645495,76.879561,Uttam Nagar,151,40,307,7,700,25406,2,2.71,0
cell_6334,28.645495,76.884694,Uttam Nagar,161,39,286,8,649,25805,2,2.59,0
cell_6335,28.645495,76.889827,Uttam Nagar,154,39,292,8,560,28062,2,2.65,0
cell_6336,28.645495,76.89496,Uttam Nagar,143,37,262,9,582,24193,2,2.79,0
cell_6337,28.645495,76.900093,Uttam Nagar,149,35,296,8,589,28701,2,2.94,0
cell_6338,28.645495,76.905226,Uttam Nagar,144,38,266,8,644,27013,2,2.89,0
cell_6339,28.645495,76.910359,Uttam Nagar,140,40,304,9,680,26470,2,2.79,0
cell_6340,28.645495,76.915492,Uttam Nagar,158,34,257,7,582,28421,2,2.81,0
cell_6341,28.645495,76.920625,Uttam Nagar,112,36,318,9,717,26862,2,2.74,0
cell_6342,28.645495,76.925757,Uttam Nagar,156,40,276,7,571,23868,2,2.83,0
cell_6343,28.645495,76.93089,Uttam Nagar,167,36,268,7,688,27337,2,3.08,0
cell_6344,28.645495,76.936023,Uttam Nagar,133,39,269,7,634,26431,2,3.04,0
cell_6345,28.645495,76.941156,Uttam Nagar,112,39,267,8,606,25802,2,2.7,0
cell_6346,28.645495,76.946289,Uttam Nagar,136,41,282,8,553,24070,2,2.89,0
cell_6347,28.645495,76.951422,Uttam Nagar,155,38,312,7,503,24129,2,3.1,0
cell_6348,28.645495,76.956555,Uttam Nagar,135,41,259,9,609,26782,2,3.04,0
cell_6349,28.645495,76.961688,Uttam Nagar,134,39,284,9,630,23582,2,2.85,0
cell_6350,28.645495,76.966821,Uttam Nagar,140,35,286,9,544,26068,2,3.04,0
cell_6351,28.645495,76.971954,Uttam Nagar,167,41,269,9,590,28374,2,3.01,0
cell_6352,28.645495,76.977087,Uttam Nagar,150,39,306,7,651,23002,2,2.89,0
cell_6353,28.645495,76.98222,Uttam Nagar,151,37,257,8,493,27302,2,2.53,0
cell_6354,28.645495,76.987353,Uttam Nagar,154,35,264,9,588,27085,2,3.05,0
cell_6355,28.645495,76.992486,Uttam Nagar,136,41,280,7,680,24760,2,2.96,0
cell_6356,28.645495,76.997619,Uttam Nagar,159,38,318,7,539,24051,2,2.64,0
cell_6357,28.645495,77.002752,South Delhi,258,36,440,14,1156,24278,4,3.35,0
cell_6358,28.645495,77.007885,South Delhi,300,37,459,15,1038,21158,4,3.92,0
cell_6359,28.645495,77.013018,South Delhi,213,34,545,15,919,24507,4,3.41,0
cell_6360,28.645495,77.018151,South Delhi,294,35,547,21,1022,21114,4,3.34,0
cell_6361,28.645495,77.023284,South Delhi,229,37,438,16,1139,21965,3,3.49,0
cell_6362,28.645495,77.028417,South Delhi,208,36,493,15,1089,20189,5,3.73,0
cell_6363,28.645495,77.03355,South Delhi,274,32,465,18,1153,20326,5,3.75,0
cell_6364,28.645495,77.038683,South Delhi,305,32,557,20,1244,21480,3,3.48,0
cell_6365,28.645495,77.043816,South Delhi,238,36,440,21,1092,23418,4,3.5,0
cell_6366,28.645495,77.048949,South Delhi,283,35,466,17,1115,22280,4,3.95,0
cell_6367,28.645495,77.054081,South Delhi,262,36,465,19,1198,20863,5,3.76,0
cell_6368,28.645495,77.059214,South Delhi,220,31,575,16,1081,19450,4,3.55,0
cell_6369,28.645495,77.064347,South Delhi,227,36,500,20,1022,23760,5,3.66,0
cell_6370,28.645495,77.06948,South Delhi,255,33,433,21,1021,20404,4,3.65,0
cell_6371,28.645495,77.074613,South Delhi,218,31,543,15,944,21020,4,3.47,0
cell_6372,28.645495,77.079746,South Delhi,309,34,515,21,996,22919,4,3.36,0
cell_6373,28.645495,77.084879,South Delhi,308,33,555,17,1229,23780,4,3.4,0
cell_6374,28.645495,77.090012,South Delhi,239,32,503,16,1198,19844,5,3.62,0
cell_6375,28.645495,77.095145,South Delhi,211,32,493,16,1057,22673,4,3.37,0
cell_6376,28.645495,77.100278,Lajpat Nagar,277,33,410,24,974,33483,4,3.96,0
cell_6377,28.645495,77.105411,Lajpat Nagar,233,36,401,18,1376,30622,5,3.83,0
cell_6378,28.645495,77.110544,Lajpat Nagar,348,30,474,22,1398,30221,4,4.19,0
cell_6379,28.645495,77.115677,Lajpat Nagar,336,30,434,19,1427,29823,5,4.14,0
cell_6380,28.645495,77.12081,Lajpat Nagar,270,33,413,24,1245,33548,6,4.0,0
cell_6381,28.645495,77.125943,Lajpat Nagar,260,32,486,23,1019,33087,4,3.46,0
cell_6382,28.645495,77.131076,Lajpat Nagar,263,35,504,23,1188,28074,6,3.47,0
cell_6383,28.645495,77.136209,Lajpat Nagar,334,32,505,25,1086,31491,6,3.59,0
cell_6384,28.645495,77.141342,Lajpat Nagar,280,34,419,19,1396,29508,4,3.6,0
cell_6385,28.645495,77.146475,Lajpat Nagar,254,31,452,20,1328,31450,4,3.77,0
cell_6386,28.645495,77.151608,Lajpat Nagar,280,35,456,22,1239,27909,4,3.4,0
cell_6387,28.645495,77.156741,Lajpat Nagar,296,33,444,20,1063,33544,4,4.22,0
cell_6388,28.645495,77.161874,Lajpat Nagar,258,31,521,20,1265,32851,5,4.25,0
cell_6389,28.645495,77.167007,Lajpat Nagar,324,32,512,18,1202,33812,6,4.24,0
cell_6390,28.645495,77.17214,Lajpat Nagar,315,35,402,22,1085,29402,4,3.37,0
cell_6391,28.645495,77.177272,Lajpat Nagar,283,32,493,18,1418,29516,5,3.81,0
cell_6392,28.645495,77.182405,Lajpat Nagar,345,34,527,26,1337,31716,4,4.15,0
cell_6393,28.645495,77.187538,Lajpat Nagar,236,34,500,21,1321,31389,6,3.6,0
cell_6394,28.645495,77.192671,Lajpat Nagar,339,32,448,19,1100,34060,5,3.39,0
cell_6395,28.645495,77.197804,Lajpat Nagar,282,35,403,24,1124,32441,4,3.96,0
cell_6396,28.645495,77.202937,Lajpat Nagar,269,32,421,20,1187,34361,6,3.63,0
cell_6397,28.645495,77.20807,Lajpat Nagar,257,32,405,19,1333,31253,5,3.91,0
cell_6398,28.645495,77.213203,Lajpat Nagar,275,33,507,22,1136,34132,4,4.12,0
cell_6399,28.645495,77.218336,Lajpat Nagar,317,31,430,20,1202,29680,5,3.9,0
cell_6400,28.645495,77.223469,Lajpat Nagar,262,34,451,18,1346,31510,5,3.71,0
cell_6401,28.645495,77.228602,Lajpat Nagar,330,34,451,20,1082,31059,4,4.18,0
cell_6402,28.645495,77.233735,Lajpat Nagar,276,35,505,21,1187,32358,6,4.23,0
cell_6403,28.645495,77.238868,Lajpat Nagar,257,35,481,19,1214,30973,4,3.87,0
cell_6404,28.645495,77.244001,Lajpat Nagar,251,30,460,26,1235,34698,6,4.19,0
cell_6405,28.645495,77.249134,Lajpat Nagar,298,33,519,26,1213,34487,6,4.03,0
cell_6406,28.645495,77.254267,Noida Sector 18,267,39,594,21,1491,9477,6,3.48,0
cell_6407,28.645495,77.2594,Noida Sector 18,348,38,621,28,1249,9472,7,3.91,0
